time[s],wave[m],surge[m],sway[m],heave[m],roll[deg],pitch[deg],yaw[deg]
28.216,-2.085273,1.009919,1.238726,-1.154101,-0.043953,-1.952601,0.331939
28.295,-2.185428,0.983777,1.225,-1.227221,-0.052764,-1.909556,0.359509
28.374,-2.283888,0.956873,1.210323,-1.299389,-0.061534,-1.86503,0.3868
28.453,-2.380577,0.929226,1.194708,-1.370549,-0.070256,-1.819058,0.413791
28.533,-2.476607,0.900496,1.177952,-1.441527,-0.079033,-1.771066,0.440797
28.612,-2.569505,0.871421,1.160485,-1.510493,-0.087639,-1.722292,0.467121
28.691,-2.660411,0.841671,1.142118,-1.578287,-0.096176,-1.672182,0.493083
28.77,-2.749253,0.811268,1.122866,-1.644858,-0.104639,-1.620776,0.518663
28.849,-2.835963,0.780236,1.102743,-1.710152,-0.113021,-1.568112,0.54384
28.928,-2.920473,0.748598,1.081764,-1.774121,-0.121316,-1.514233,0.568595
29.007,-3.002719,0.716381,1.059947,-1.836714,-0.129516,-1.459179,0.59291
29.086,-3.082636,0.683607,1.037308,-1.897882,-0.137616,-1.402993,0.616765
29.166,-3.161128,0.649879,1.013562,-1.958324,-0.145709,-1.344988,0.640434
29.245,-3.236173,0.616065,0.989322,-2.016483,-0.153588,-1.286658,0.663308
29.324,-3.308707,0.581773,0.964315,-2.073078,-0.161347,-1.22733,0.685667
29.403,-3.378676,0.54703,0.93856,-2.128065,-0.168982,-1.16705,0.707494
29.482,-3.446024,0.511863,0.912078,-2.181402,-0.176485,-1.105865,0.728773
29.561,-3.5107,0.476298,0.884887,-2.233047,-0.183851,-1.043822,0.749487
29.64,-3.572653,0.440365,0.857011,-2.28296,-0.191075,-0.98097,0.769619
29.719,-3.631836,0.40409,0.82847,-2.331103,-0.198151,-0.917358,0.789154
29.799,-3.688897,0.367036,0.798913,-2.378013,-0.20516,-0.852215,0.808313
29.878,-3.742366,0.330159,0.769102,-2.422481,-0.211921,-0.787221,0.826602
29.957,-3.792933,0.293026,0.738694,-2.46507,-0.218517,-0.721617,0.84425
30.036,-3.840559,0.255666,0.707714,-2.505747,-0.224944,-0.655453,0.861243
30.115,-3.885206,0.218108,0.676185,-2.544481,-0.231197,-0.588781,0.877568
30.194,-3.92684,0.18038,0.644131,-2.581242,-0.23727,-0.521652,0.893212
30.273,-3.965428,0.142513,0.611578,-2.616001,-0.24316,-0.454118,0.908164
30.352,-4.000942,0.104535,0.57855,-2.648731,-0.248861,-0.386233,0.922412
30.432,-4.033743,0.065993,0.544648,-2.679782,-0.254437,-0.317183,0.936111
30.511,-4.062986,0.027882,0.510744,-2.708354,-0.259745,-0.248748,0.948908
30.59,-4.089078,-0.010251,0.476443,-2.734825,-0.264852,-0.180121,0.960969
30.669,-4.111998,-0.048375,0.441774,-2.759175,-0.269753,-0.111354,0.972285
30.748,-4.13173,-0.086463,0.406762,-2.781386,-0.274445,-0.0425,0.982847
30.827,-4.148258,-0.124483,0.371434,-2.80144,-0.278924,0.026386,0.992646
30.906,-4.161568,-0.162406,0.335818,-2.819321,-0.283187,0.095252,1.001676
30.985,-4.171652,-0.200204,0.299942,-2.835015,-0.28723,0.164044,1.009929
31.065,-4.178565,-0.238322,0.263375,-2.848668,-0.291097,0.233577,1.017489
31.144,-4.182132,-0.275778,0.227059,-2.859927,-0.294689,0.302059,1.024159
31.223,-4.182455,-0.313019,0.190567,-2.868967,-0.298053,0.370307,1.030036
31.302,-4.179535,-0.350018,0.153927,-2.875783,-0.301185,0.438267,1.035114
31.381,-4.173373,-0.386745,0.117168,-2.880369,-0.304083,0.505887,1.039389
31.46,-4.163974,-0.423173,0.080318,-2.882721,-0.306746,0.573116,1.042857
31.539,-4.151347,-0.459272,0.043406,-2.882837,-0.309171,0.639899,1.045518
31.618,-4.1355,-0.495015,0.00646,-2.880718,-0.311356,0.706187,1.047367
31.698,-4.116184,-0.53082,-0.030958,-2.876295,-0.313323,0.772755,1.048412
31.777,-4.093897,-0.565762,-0.067885,-2.869683,-0.315021,0.837888,1.048626
31.856,-4.068435,-0.600266,-0.104759,-2.860845,-0.316474,0.902372,1.048026
31.935,-4.039818,-0.634304,-0.141552,-2.849789,-0.317682,0.966155,1.046614
32.014,-4.008069,-0.667851,-0.178235,-2.836522,-0.318643,1.02919,1.04439
32.093,-3.97321,-0.700879,-0.21478,-2.821056,-0.319358,1.091426,1.041356
32.172,-3.935271,-0.733364,-0.251158,-2.803402,-0.319825,1.152816,1.037514
32.251,-3.894279,-0.76528,-0.287342,-2.783574,-0.320043,1.213311,1.032868
32.331,-3.849692,-0.796995,-0.323756,-2.761295,-0.320012,1.273614,1.027347
32.41,-3.802657,-0.827692,-0.359463,-2.737139,-0.319731,1.332169,1.021093
32.489,-3.752672,-0.857747,-0.394891,-2.710861,-0.319202,1.38969,1.014047
32.568,-3.699778,-0.887137,-0.430012,-2.68248,-0.318426,1.446134,1.006215
32.647,-3.644015,-0.915839,-0.4648,-2.65202,-0.317403,1.501457,0.997603
32.726,-3.585425,-0.94383,-0.499228,-2.619502,-0.316133,1.555615,0.988216
32.805,-3.524055,-0.97109,-0.533269,-2.584953,-0.314619,1.608567,0.978064
32.884,-3.459952,-0.997596,-0.566895,-2.548399,-0.31286,1.660271,0.967152
32.964,-3.392303,-1.02365,-0.6005,-2.509369,-0.310832,1.711317,0.955339
33.043,-3.322852,-1.048579,-0.633216,-2.468868,-0.308587,1.76039,0.942927
33.122,-3.250824,-1.072695,-0.665441,-2.426452,-0.306102,1.808098,0.929785
33.201,-3.176275,-1.095979,-0.697149,-2.382155,-0.30338,1.854404,0.915921
33.28,-3.099263,-1.118413,-0.728317,-2.33601,-0.300423,1.899271,0.901347
33.375,-3.003476,-1.14424,-0.765048,-2.278124,-0.296558,1.951272,0.882896
33.454,-2.921252,-1.164742,-0.79494,-2.228038,-0.293091,1.99285,0.866798
33.533,-2.836762,-1.18434,-0.824217,-2.176225,-0.289397,2.032884,0.850028
33.612,-2.750072,-1.20302,-0.852854,-2.122723,-0.285478,2.07134,0.832598
33.691,-2.66125,-1.220767,-0.880829,-2.067576,-0.281337,2.108191,0.814523
33.77,-2.570364,-1.237567,-0.908122,-2.010825,-0.276979,2.143406,0.795816
33.85,-2.476296,-1.253601,-0.935042,-1.951767,-0.272346,2.177373,0.776244
33.929,-2.381471,-1.268457,-0.960896,-1.891924,-0.267559,2.209217,0.75631
34.008,-2.284799,-1.28233,-0.986004,-1.830613,-0.262565,2.239347,0.73579
34.087,-2.186355,-1.295207,-1.010349,-1.767883,-0.257366,2.26774,0.714699
34.166,-2.086216,-1.307081,-1.033909,-1.703781,-0.251968,2.294375,0.693054
34.245,-1.984459,-1.31794,-1.056668,-1.638359,-0.246375,2.31923,0.670871
34.324,-1.881163,-1.327778,-1.078607,-1.571666,-0.240591,2.342287,0.648169
34.403,-1.776408,-1.336585,-1.09971,-1.503754,-0.23462,2.363527,0.624963
34.483,-1.668923,-1.344448,-1.120211,-1.433794,-0.228388,2.383168,0.60097
34.562,-1.56148,-1.351164,-1.139581,-1.363589,-0.222056,2.400704,0.576808
34.641,-1.452825,-1.356831,-1.158068,-1.292327,-0.215551,2.416378,0.552198
34.72,-1.343043,-1.361447,-1.175656,-1.220063,-0.208879,2.430178,0.52716
34.799,-1.23222,-1.365006,-1.192333,-1.146852,-0.202046,2.442094,0.501713
34.878,-1.120442,-1.367507,-1.208085,-1.072752,-0.195055,2.452115,0.475878
34.957,-1.007794,-1.368948,-1.2229,-0.997821,-0.187914,2.460235,0.449673
35.036,-0.894365,-1.369326,-1.236767,-0.922115,-0.180626,2.466447,0.423119
35.116,-0.778793,-1.368628,-1.249831,-0.844722,-0.173104,2.470788,0.395895
35.195,-0.664058,-1.36687,-1.261758,-0.767638,-0.165541,2.473147,0.368703
35.274,-0.548809,-1.364052,-1.272705,-0.689958,-0.157849,2.473588,0.341224
35.353,-0.433133,-1.360176,-1.282666,-0.611743,-0.150035,2.47211,0.313481
35.432,-0.317122,-1.355245,-1.291632,-0.533054,-0.142104,2.468715,0.285494
35.511,-0.200864,-1.349263,-1.299596,-0.453951,-0.134063,2.463406,0.257286
35.59,-0.084451,-1.342235,-1.306552,-0.374496,-0.125919,2.456186,0.228879
35.669,0.032028,-1.334166,-1.312495,-0.294751,-0.117676,2.447062,0.200294
35.749,0.149955,-1.32494,-1.317476,-0.213763,-0.109236,2.435888,0.171189
35.828,0.266292,-1.314796,-1.321367,-0.133621,-0.100817,2.422953,0.142314
35.907,0.382422,-1.303632,-1.324233,-0.053376,-0.092319,2.408138,0.113329
35.986,0.498255,-1.291457,-1.326072,0.026912,-0.08375,2.391456,0.084256
36.065,0.613702,-1.27828,-1.326882,0.107178,-0.075116,2.37292,0.055118
36.144,0.728673,-1.264113,-1.326663,0.187361,-0.066423,2.352543,0.025937
36.223,0.84308,-1.248964,-1.325416,0.267399,-0.057679,2.330342,-0.003264
36.302,0.956832,-1.232847,-1.323141,0.347229,-0.048891,2.306333,-0.032463
36.382,1.071267,-1.215552,-1.319791,0.427796,-0.039952,2.280198,-0.062006
36.461,1.183437,-1.197525,-1.315453,0.507021,-0.031094,2.25261,-0.091131
36.54,1.294689,-1.178568,-1.310095,0.585854,-0.022212,2.223276,-0.120185
36.619,1.404936,-1.158698,-1.303721,0.664232,-0.013313,2.192217,-0.149146
36.698,1.514094,-1.137929,-1.296336,0.742095,-0.004403,2.159457,-0.177991
36.777,1.622078,-1.116278,-1.287945,0.819382,0.00451,2.125024,-0.206699
36.856,1.728804,-1.093761,-1.278556,0.896034,0.01342,2.088942,-0.235246
36.935,1.834189,-1.070395,-1.268175,0.971991,0.022319,2.05124,-0.263611
37.015,1.939458,-1.045888,-1.25666,1.048141,0.031313,2.01144,-0.292126
37.094,2.041899,-1.020872,-1.244309,1.122522,0.040171,1.970567,-0.320057
37.173,2.142755,-0.995063,-1.230993,1.196032,0.048997,1.928166,-0.347739
37.252,2.24195,-0.968483,-1.216722,1.268614,0.057785,1.88427,-0.375153
37.331,2.339406,-0.941151,-1.201507,1.340213,0.066528,1.838913,-0.402275
37.426,2.454191,-0.90732,-1.181978,1.424931,0.076974,1.782484,-0.434475
37.505,2.547553,-0.878409,-1.164728,1.494168,0.085595,1.734034,-0.460882
37.584,2.63894,-0.848818,-1.146575,1.562246,0.094149,1.684239,-0.486932
37.663,2.728279,-0.818568,-1.127532,1.629113,0.10263,1.633137,-0.512605
37.742,2.815503,-0.787684,-1.107615,1.694716,0.111032,1.58077,-0.53788
37.821,2.900544,-0.756189,-1.086839,1.759005,0.119348,1.527176,-0.562737
37.901,2.984368,-0.723697,-1.064941,1.822718,0.127675,1.471697,-0.587465
37.98,3.064816,-0.691047,-1.042485,1.884211,0.135798,1.415763,-0.611425
38.059,3.142887,-0.657861,-1.019222,1.944244,0.143815,1.358731,-0.634911
38.138,3.218521,-0.624164,-0.995167,2.002768,0.151721,1.300645,-0.657905
38.217,3.291658,-0.589984,-0.970341,2.05974,0.15951,1.241551,-0.680388
38.296,3.362243,-0.555346,-0.944763,2.115114,0.167175,1.181494,-0.702344
38.375,3.430221,-0.520277,-0.918451,2.168848,0.17471,1.12052,-0.723755
38.454,3.495538,-0.484805,-0.891428,2.220899,0.182109,1.058678,-0.744604
38.534,3.558919,-0.448501,-0.863358,2.271855,0.189459,0.995216,-0.765129
38.613,3.618731,-0.412301,-0.834965,2.3204,0.196568,0.93177,-0.784801
38.692,3.675736,-0.37578,-0.805924,2.367146,0.203525,0.867602,-0.803864
38.771,3.72989,-0.338969,-0.776259,2.412057,0.210325,0.802761,-0.822303
38.85,3.781152,-0.301894,-0.745991,2.455096,0.216961,0.737298,-0.840105
38.929,3.829482,-0.264585,-0.715145,2.496232,0.223429,0.671263,-0.857255
39.008,3.874842,-0.227071,-0.683744,2.535432,0.229724,0.604707,-0.87374
39.087,3.917197,-0.189382,-0.651813,2.572665,0.23584,0.537682,-0.889548
39.167,3.956992,-0.151065,-0.618963,2.608337,0.241848,0.469384,-0.904853
39.246,3.993201,-0.113109,-0.58604,2.641527,0.247592,0.401574,-0.91926
39.325,4.026314,-0.075066,-0.552663,2.672668,0.253143,0.333451,-0.932955
39.404,4.056304,-0.036964,-0.518857,2.701737,0.258499,0.265071,-0.945926
39.483,4.083149,0.001166,-0.484649,2.728711,0.263654,0.196484,-0.958163
39.562,4.106827,0.039295,-0.450065,2.753568,0.268604,0.127746,-0.969657
39.641,4.12732,0.077394,-0.415132,2.77629,0.273346,0.058908,-0.980399
39.72,4.144612,0.115433,-0.379877,2.796859,0.277876,-0.009976,-0.990381
39.8,4.158848,0.153862,-0.343876,2.815478,0.282244,-0.079723,-0.999707
39.879,4.169659,0.191691,-0.308056,2.831667,0.286337,-0.148536,-1.008136
39.958,4.177238,0.229371,-0.271997,2.845659,0.290208,-0.217235,-1.015783
40.037,4.181577,0.266873,-0.235727,2.857445,0.293854,-0.285764,-1.022642
40.116,4.182672,0.304168,-0.199275,2.867015,0.297272,-0.354073,-1.028708
40.195,4.180524,0.341228,-0.162668,2.874362,0.30046,-0.422106,-1.033977
40.274,4.175135,0.378022,-0.125934,2.879479,0.303414,-0.489812,-1.038443
40.353,4.166507,0.414524,-0.089104,2.882364,0.306133,-0.557139,-1.042104
40.433,4.154477,0.45116,-0.051736,2.883007,0.308645,-0.624877,-1.044988
40.512,4.139355,0.486985,-0.014795,2.881391,0.310884,-0.691281,-1.047021
40.591,4.121023,0.522434,0.022157,2.877542,0.312883,-0.757148,-1.048241
40.67,4.099495,0.557477,0.059092,2.87146,0.314638,-0.822429,-1.048648
40.749,4.074788,0.592088,0.095981,2.863152,0.31615,-0.887072,-1.048243
40.828,4.046921,0.626239,0.132796,2.852624,0.317417,-0.951027,-1.047024
40.907,4.015915,0.659905,0.169508,2.839883,0.318437,-1.014244,-1.044993
40.986,3.981795,0.693059,0.206088,2.824939,0.31921,-1.076675,-1.042152
41.066,3.944096,0.726085,0.242969,2.807574,0.319741,-1.139045,-1.038451
41.145,3.903791,0.758132,0.279199,2.788235,0.320016,-1.199746,-1.033986
41.224,3.860457,0.78959,0.315212,2.766734,0.320042,-1.259517,-1.02872
41.303,3.81413,0.820437,0.350981,2.743087,0.31982,-1.318312,-1.022655
41.382,3.764845,0.850647,0.386478,2.717313,0.319351,-1.376084,-1.015797
41.477,3.701716,0.8861,0.428764,2.683529,0.318458,-1.444139,-1.006508
41.556,3.646054,0.914826,0.463565,2.653142,0.317443,-1.499502,-0.997923
41.635,3.587564,0.942844,0.498006,2.620698,0.316183,-1.553703,-0.988565
41.714,3.526292,0.97013,0.532061,2.586221,0.314677,-1.606698,-0.978439
41.793,3.462286,0.996663,0.565703,2.549738,0.312927,-1.658447,-0.967555
41.872,3.395595,1.022424,0.598906,2.511278,0.310935,-1.708911,-0.95592
42.014,3.269134,1.066722,0.657403,2.437272,0.306748,-1.796259,-0.93315
42.093,3.195212,1.090216,0.689244,2.393443,0.304085,-1.84292,-0.919466
42.172,3.118812,1.112865,0.72055,2.347759,0.301187,-1.888152,-0.905069
42.251,3.039994,1.134651,0.751297,2.300253,0.298055,-1.931919,-0.88997
42.331,2.957776,1.155816,0.78184,2.250329,0.294647,-1.974713,-0.873977
42.41,2.874276,1.175814,0.81139,2.199272,0.291053,-2.015431,-0.857501
42.489,2.788548,1.194901,0.840312,2.14651,0.287232,-2.054587,-0.840361
42.568,2.700657,1.213061,0.868582,2.092083,0.283189,-2.092149,-0.822569
42.647,2.610672,1.23028,0.896178,2.036033,0.278927,-2.128088,-0.804139
42.726,2.518662,1.246544,0.923079,1.978405,0.274448,-2.162377,-0.785085
42.868,2.348415,1.273342,0.96962,1.870993,0.265864,-2.219777,-0.749316
42.947,2.251125,1.286873,0.994467,1.809188,0.260799,-2.249313,-0.728597
43.026,2.152089,1.299406,1.018544,1.745981,0.255531,-2.277103,-0.707314
43.105,2.051385,1.310932,1.041831,1.681419,0.250066,-2.303128,-0.685482
43.184,1.949089,1.321441,1.06431,1.615554,0.244406,-2.327367,-0.663118
43.263,1.845282,1.330925,1.085963,1.548435,0.238557,-2.3498,-0.64024
43.343,1.738703,1.339477,1.107032,1.479244,0.232446,-2.370661,-0.616567
43.422,1.632099,1.346877,1.126974,1.409762,0.226229,-2.389411,-0.592708
43.563,1.438739,1.357485,1.160385,1.28307,0.214701,-2.418262,-0.548995
43.642,1.328819,1.361965,1.177857,1.21068,0.208008,-2.43182,-0.523903
43.722,1.216457,1.365425,1.194619,1.136418,0.201066,-2.443627,-0.49808
43.801,1.10455,1.367776,1.210239,1.062197,0.194054,-2.45338,-0.472191
43.942,0.902745,1.369335,1.235778,0.927717,0.181168,-2.466054,-0.425087
44.021,0.788671,1.36873,1.248756,0.851347,0.173751,-2.470495,-0.398229
44.101,0.672529,1.367035,1.260912,0.773337,0.166102,-2.473039,-0.370716
44.18,0.557314,1.364295,1.271932,0.695699,0.15842,-2.473621,-0.343257
44.259,0.441667,1.360497,1.281966,0.617522,0.150614,-2.472284,-0.315533
44.338,0.325677,1.355644,1.291005,0.538865,0.142692,-2.469031,-0.287564
44.417,0.209435,1.34974,1.299044,0.459791,0.134659,-2.463862,-0.259371
44.496,0.09303,1.342788,1.306074,0.38036,0.126522,-2.456783,-0.230978
44.638,-0.116325,1.32768,1.316162,0.236885,0.111653,-2.439273,-0.179506
44.717,-0.232704,1.317831,1.320348,0.156784,0.103257,-2.426883,-0.150667
44.796,-0.348903,1.306961,1.32351,0.076562,0.094782,-2.41261,-0.121712
44.875,-0.464832,1.295077,1.325646,-0.00372,0.086232,-2.396466,-0.092662
44.954,-0.5804,1.282189,1.326754,-0.083998,0.077616,-2.378464,-0.06354
45.033,-0.695517,1.268306,1.326832,-0.164212,0.06894,-2.358617,-0.034369
45.113,-0.811542,1.253246,1.325863,-0.245311,0.060099,-2.336655,-0.004802
45.192,-0.925484,1.237395,1.323872,-0.325205,0.051322,-2.313144,0.0244
45.271,-1.038708,1.220585,1.320853,-0.404846,0.042505,-2.287839,0.053583
45.35,-1.151126,1.202828,1.316811,-0.484174,0.033656,-2.26076,0.082724
45.429,-1.262652,1.184139,1.311747,-0.563126,0.02478,-2.231927,0.111801
45.524,-1.395461,1.160449,1.304311,-0.657485,0.014081,-2.194965,0.14665
45.603,-1.504716,1.139757,1.297013,-0.735395,0.005172,-2.162352,0.175506
45.682,-1.612805,1.118181,1.288709,-0.812734,-0.003741,-2.128061,0.204227
45.761,-1.719643,1.095738,1.279405,-0.889444,-0.012651,-2.092121,0.232788
45.84,-1.825147,1.072445,1.26911,-0.965463,-0.021551,-2.054558,0.26117
45.919,-1.929235,1.048321,1.25783,-1.040734,-0.030435,-2.015401,0.289348
45.999,-2.033117,1.023063,1.245413,-1.116134,-0.039407,-1.974156,0.317655
46.078,-2.134113,0.997322,1.23218,-1.189722,-0.048236,-1.931886,0.34536
46.157,-2.233454,0.970807,1.217991,-1.262387,-0.057028,-1.888118,0.372797
46.236,-2.331064,0.94354,1.202858,-1.334072,-0.065776,-1.842885,0.399945
46.315,-2.426865,0.91554,1.186791,-1.404723,-0.074472,-1.796223,0.426783
46.394,-2.520785,0.886831,1.169804,-1.474285,-0.083111,-1.748169,0.45329
46.473,-2.612749,0.857434,1.15191,-1.542704,-0.091685,-1.698758,0.479446
46.552,-2.702687,0.827372,1.133123,-1.609926,-0.100188,-1.64803,0.505229
46.632,-2.791628,0.796276,1.113202,-1.676726,-0.10872,-1.595358,0.53094
46.711,-2.877278,0.764947,1.092662,-1.741383,-0.11706,-1.542099,0.555915
46.79,-2.960697,0.733025,1.071274,-1.804689,-0.12531,-1.487644,0.580458
46.869,-3.04182,0.700534,1.049056,-1.866596,-0.133462,-1.432035,0.604552
46.948,-3.120584,0.6675,1.026023,-1.927056,-0.14151,-1.375315,0.628177
47.027,-3.196927,0.633949,1.002196,-1.986021,-0.149449,-1.317529,0.651314
47.106,-3.270792,0.599905,0.977591,-2.043445,-0.157273,-1.258722,0.673947
47.185,-3.34212,0.565397,0.952227,-2.099285,-0.164974,-1.198938,0.696057
47.265,-3.411709,0.530005,0.925791,-2.154173,-0.172642,-1.13745,0.717896
47.344,-3.477766,0.494641,0.898962,-2.206693,-0.180079,-1.075843,0.738903
47.423,-3.541126,0.458894,0.871436,-2.257502,-0.187377,-1.013401,0.759336
47.502,-3.60174,0.422791,0.843234,-2.306561,-0.19453,-0.950173,0.77918
47.581,-3.65956,0.386361,0.814378,-2.35383,-0.201532,-0.886209,0.798421
47.66,-3.714543,0.34963,0.784891,-2.399275,-0.208377,-0.821557,0.817042
47.739,-3.766644,0.312629,0.754794,-2.442858,-0.215061,-0.756269,0.835029
47.818,-3.815825,0.275385,0.724113,-2.484547,-0.221578,-0.690393,0.852369
47.898,-3.862612,0.237452,0.692471,-2.5248,-0.228003,-0.623139,0.869254
47.977,-3.905801,0.199807,0.660684,-2.562579,-0.234169,-0.556238,0.88525
48.056,-3.94596,0.162008,0.628385,-2.598372,-0.240154,-0.488906,0.90056
48.135,-3.983059,0.124083,0.595598,-2.632149,-0.245952,-0.421195,0.915171
48.214,-4.017069,0.086062,0.56235,-2.663885,-0.25156,-0.353158,0.929073
48.293,-4.047964,0.047974,0.528665,-2.693555,-0.256972,-0.284846,0.942254
48.372,-4.075719,0.009849,0.49457,-2.721136,-0.262185,-0.216314,0.954704
48.451,-4.100314,-0.028283,0.460092,-2.746606,-0.267195,-0.147614,0.966414
48.531,-4.121979,-0.066876,0.424814,-2.770229,-0.272057,-0.077928,0.977508
48.61,-4.140157,-0.104935,0.389645,-2.791394,-0.276647,-0.009051,0.987701
48.689,-4.155124,-0.142912,0.354174,-2.810394,-0.281021,0.059832,0.997128
48.768,-4.166868,-0.180778,0.318428,-2.827215,-0.285178,0.128669,1.005781
48.847,-4.175381,-0.218504,0.282436,-2.841844,-0.289113,0.197406,1.013655
48.926,-4.180656,-0.25606,0.246224,-2.854268,-0.292824,0.26599,1.020742
49.005,-4.182689,-0.293418,0.209821,-2.864479,-0.296309,0.334367,1.027038
49.084,-4.181478,-0.330549,0.173256,-2.872469,-0.299563,0.402485,1.032537
49.164,-4.176947,-0.367888,0.136091,-2.878289,-0.302622,0.471148,1.03729
49.243,-4.169213,-0.404473,0.099284,-2.88179,-0.305406,0.538584,1.041174
49.322,-4.158246,-0.440745,0.062401,-2.883057,-0.307954,0.605603,1.04425
49.401,-4.144053,-0.476675,0.025468,-2.882088,-0.310262,0.672152,1.046517
49.48,-4.126647,-0.512235,-0.011484,-2.878883,-0.31233,0.73818,1.047972
49.575,-4.101479,-0.554468,-0.055905,-2.872073,-0.314496,0.816818,1.048645
49.654,-4.077046,-0.589118,-0.092799,-2.863957,-0.316029,0.881518,1.04831
49.733,-4.049451,-0.62331,-0.129622,-2.85362,-0.317317,0.945534,1.047161
49.812,-4.018715,-0.657019,-0.166344,-2.84107,-0.318358,1.008817,1.0452
49.891,-3.984863,-0.690218,-0.202936,-2.826316,-0.319153,1.071318,1.042429
49.97,-3.94792,-0.722882,-0.239372,-2.809371,-0.3197,1.132987,1.03885
50.05,-3.90739,-0.755388,-0.276079,-2.78999,-0.320002,1.194542,1.034404
50.129,-3.864317,-0.786899,-0.312112,-2.768675,-0.32005,1.254395,1.029206
50.239,-3.799358,-0.829752,-0.361876,-2.735423,-0.319703,1.336105,1.02064
50.334,-3.738656,-0.86576,-0.404419,-2.703394,-0.319017,1.40506,1.012007
50.413,-3.684982,-0.894966,-0.439453,-2.674448,-0.318174,1.461205,1.003963
50.492,-3.628449,-0.923478,-0.474146,-2.643429,-0.317084,1.516217,0.995141
50.571,-3.569103,-0.951274,-0.508472,-2.61036,-0.315748,1.570053,0.985546
50.65,-3.50699,-0.978332,-0.542403,-2.575266,-0.314167,1.622672,0.975188
50.729,-3.442156,-1.004631,-0.575913,-2.538175,-0.312343,1.674032,0.964073
50.809,-3.373781,-1.03047,-0.609393,-2.498609,-0.310249,1.724719,0.952056
50.888,-3.303628,-1.055181,-0.641978,-2.457587,-0.307938,1.773426,0.939445
50.967,-3.230913,-1.079073,-0.674066,-2.414659,-0.305389,1.820758,0.926107
51.046,-3.155693,-1.102129,-0.705631,-2.369859,-0.302604,1.866678,0.91205
51.125,-3.078025,-1.12433,-0.736649,-2.32322,-0.299583,1.911151,0.897285
51.204,-2.99797,-1.14566,-0.767095,-2.27478,-0.29633,1.954141,0.881825
